Date,CSPX_Open,CSPX_Close,3USS_Open,3USS_Close
2014-02-25,120.94999694824219,121.37000274658203,3480.10009765625,3480.10009765625
2014-02-26,121.66500091552734,122.04000091552734,3480.10009765625,3480.10009765625
2014-02-27,121.83999633789062,121.55999755859375,3480.10009765625,3480.10009765625
2014-02-28,121.81999969482422,121.79499816894531,3354.0,3354.0
2014-03-03,120.51499938964844,120.58499908447266,3435.89990234375,3425.5
2014-03-04,121.76499938964844,122.70500183105469,3242.199951171875,3303.9501953125
2014-03-06,123.375,122.45999908447266,3224.0,3224.0
2014-03-14,120.30000305175781,119.6449966430664,3385.199951171875,3385.199951171875
2014-03-17,119.7249984741211,120.51499938964844,3308.5,3308.5
2014-03-27,121.5,121.4000015258789,3329.949951171875,3329.949951171875
2014-03-31,122.44999694824219,122.3499984741211,3235.699951171875,3235.699951171875
2014-04-01,122.6500015258789,122.93499755859375,3185.0,3185.0
2014-04-02,123.4000015258789,123.8499984741211,3120.0,3120.0
2014-04-04,124.69999694824219,124.3499984741211,3120.0,3120.0
2014-04-08,121.45999908447266,121.12999725341797,3389.750244140625,3370.25
2014-04-14,118.5999984741211,119.80000305175781,3520.39990234375,3469.699951171875
2014-04-22,122.32499694824219,123.20500183105469,3231.800048828125,3194.10009765625
2014-04-23,123.0,122.74500274658203,3146.0,3169.39990234375
2014-04-24,123.13999938964844,122.94999694824219,3108.300048828125,3133.64990234375
2014-04-25,122.57499694824219,121.75,3211.0,3221.39990234375
2014-04-28,121.76499938964844,121.76499938964844,3192.800048828125,3212.949951171875
2014-04-30,122.34500122070312,122.34500122070312,3200.60009765625,3161.60009765625
2014-05-05,123.0,122.50499725341797,3172.64990234375,3124.550048828125
2014-05-06,121.69499969482422,121.69499969482422,3107.0,3129.10009765625
2014-05-07,121.48500061035156,121.48500061035156,3175.25,3182.39990234375
2014-05-09,122.7750015258789,122.7750015258789,3156.39990234375,3206.449951171875
2014-05-13,124.86000061035156,125.20999908447266,3066.699951171875,3069.300048828125
2014-05-14,124.83499908447266,124.83499908447266,3091.39990234375,3091.39990234375
2014-05-15,123.03500366210938,123.03500366210938,3177.85009765625,3231.800048828125
2014-05-16,123.56500244140625,123.56500244140625,3199.300048828125,3198.64990234375
2014-05-19,124.18499755859375,124.18499755859375,3214.25,3134.300048828125
2014-05-22,125.59500122070312,125.59500122070312,3110.25,3090.75
2014-05-23,125.97000122070312,125.97000122070312,3081.0,3071.89990234375
2014-05-27,126.41000366210938,126.83499908447266,3030.300048828125,3017.300048828125
2014-05-28,127.1500015258789,127.22000122070312,2987.39990234375,3014.699951171875
2014-06-03,127.68000030517578,127.6500015258789,2972.449951171875,2960.75
2014-06-04,128.11000061035156,128.11000061035156,2957.5,2934.10009765625
2014-06-06,129.3000030517578,129.3000030517578,2900.300048828125,2832.050048828125
2014-06-11,130.16000366210938,130.08999633789062,2847.0,2870.39990234375
2014-06-13,129.44500732421875,129.44500732421875,2897.050048828125,2899.0
2014-06-19,130.0399932861328,130.0399932861328,2782.64990234375,2789.800048828125
2014-07-02,131.1999969482422,131.1999969482422,2701.39990234375,2683.85009765625
2014-07-03,132.14999389648438,132.14999389648438,2672.800048828125,2670.85009765625
2014-07-09,131.0399932861328,131.0500030517578,2728.699951171875,2719.60009765625
2014-07-29,133.6199951171875,133.64999389648438,2730.0,2725.449951171875
2014-07-31,132.88999938964844,131.85000610351562,2795.0,2862.60009765625
2014-08-01,130.14999389648438,130.14999389648438,2962.050048828125,2931.5
2014-08-07,130.91000366210938,130.5500030517578,2928.89990234375,2967.89990234375
2014-08-08,128.89999389648438,130.0,2955.550048828125,2960.10009765625
2014-08-13,132.1999969482422,132.4499969482422,2813.199951171875,2825.550048828125
2014-08-20,135.0500030517578,135.6999969482422,2715.699951171875,2678.64990234375
2014-08-21,136.10000610351562,136.3000030517578,2669.550048828125,2648.10009765625
2014-08-25,137.60000610351562,137.875,2636.39990234375,2626.0
2014-09-02,138.89999389648438,138.8000030517578,2550.60009765625,2631.85009765625
2014-09-03,138.89999389648438,138.67999267578125,2609.10009765625,2612.35009765625
2014-09-04,138.91000366210938,140.85000610351562,2622.10009765625,2627.949951171875
2014-09-05,139.83999633789062,139.85000610351562,2670.199951171875,2685.800048828125
2014-09-08,140.75,140.9499969482422,2670.199951171875,2648.75
2014-09-09,141.3000030517578,140.64999389648438,2700.75,2687.75
2014-09-10,139.83999633789062,140.22000122070312,2707.89990234375,2724.14990234375
2014-09-15,139.1999969482422,139.3300018310547,2759.89990234375,2744.300048828125
2014-09-16,139.6199951171875,140.05999755859375,2752.10009765625,2719.60009765625
2014-09-18,141.52999877929688,141.82000732421875,2636.39990234375,2633.14990234375
2014-09-19,142.5,142.66000366210938,2606.5,2629.89990234375
2014-09-23,141.0,140.80999755859375,2727.39990234375,2733.25
2014-09-25,142.52999877929688,141.1300048828125,2843.10009765625,2834.64990234375
2014-10-02,140.3300018310547,139.1999969482422,3003.0,3021.85009765625
2014-10-10,138.05999755859375,138.38999938964844,3013.39990234375,3083.60009765625
2014-10-13,137.17999267578125,136.64999389648438,3163.550048828125,3177.199951171875
2014-10-14,134.8000030517578,135.9600067138672,3252.60009765625,3209.699951171875
2014-10-15,135.50999450683594,131.75,3292.89990234375,3377.39990234375
2014-10-16,132.47000122070312,132.6699981689453,3433.949951171875,3305.25
2014-10-20,135.3300018310547,134.85499572753906,3133.0,3131.050048828125
2014-10-21,134.85000610351562,138.25999450683594,3023.800048828125,2980.25
2014-10-22,138.97000122070312,140.2899932861328,2925.0,2896.39990234375
2014-10-23,139.49000549316406,140.86000061035156,2970.5,2863.25
2014-10-30,143.85000610351562,143.57000732421875,2824.89990234375,2728.699951171875
2014-10-31,145.1999969482422,146.33999633789062,2627.300048828125,2653.300048828125
2014-11-04,146.74000549316406,145.50999450683594,2649.39990234375,2672.800048828125
2014-11-05,146.77000427246094,147.41000366210938,2635.75,2629.25
2014-11-06,147.13999938964844,148.72999572753906,2614.300048828125,2614.949951171875
2014-11-10,148.17999267578125,149.4199981689453,2574.0,2568.14990234375
2014-11-11,149.80999755859375,149.36000061035156,2553.199951171875,2549.949951171875
2014-11-12,148.82000732421875,149.02000427246094,2518.10009765625,2562.300048828125
2014-11-13,149.5399932861328,149.0399932861328,2528.5,2542.800048828125
2014-11-14,149.44000244140625,149.00999450683594,2561.0,2544.10009765625
2014-11-18,149.0500030517578,149.19000244140625,2535.64990234375,2498.60009765625
2014-11-19,149.08999633789062,148.75,2506.39990234375,2531.10009765625
2014-11-20,148.7899932861328,149.55999755859375,2533.050048828125,2490.14990234375
2014-11-21,149.5,152.05999755859375,2488.199951171875,2455.699951171875
2014-11-25,151.85000610351562,151.33999633789062,2424.5,2442.050048828125
2014-11-28,152.1999969482422,152.25999450683594,2408.89990234375,2418.64990234375
2014-12-02,150.5500030517578,152.0,2496.0,2471.949951171875
2014-12-03,152.80099487304688,153.58999633789062,2451.800048828125,2464.800048828125
2014-12-04,153.94000244140625,151.50999450683594,2437.5,2452.449951171875
2014-12-05,152.98899841308594,154.0800018310547,2425.800048828125,2439.449951171875
2014-12-09,151.82000732421875,150.4499969482422,2528.5,2533.699951171875
2014-12-10,151.86000061035156,150.25999450683594,2492.75,2522.64990234375
2014-12-11,148.74000549316406,151.33999633789062,2551.89990234375,2494.050048828125
2014-12-12,149.4600067138672,147.75,2613.64990234375,2609.75
2014-12-15,147.25,146.1699981689453,2639.0,2658.5
2014-12-16,146.52999877929688,147.41000366210938,2697.5,2642.25
2014-12-17,144.9499969482422,146.39999389648438,2719.60009765625,2718.300048828125
2014-12-18,150.13900756835938,151.67999267578125,2544.10009765625,2543.449951171875
2014-12-23,155.10000610351562,156.4600067138672,2416.699951171875,2400.449951171875
2014-12-30,156.61000061035156,156.55999755859375,2410.199951171875,2395.89990234375
2015-01-02,157.05999755859375,156.2899932861328,2553.199951171875,2535.64990234375
2015-01-05,156.5,155.42999267578125,2596.10009765625,2646.800048828125
2015-01-07,154.63999938964844,156.30999755859375,2713.10009765625,2713.10009765625
2015-01-08,157.72000122070312,159.4199981689453,2606.5,2536.300048828125
2015-01-12,157.77000427246094,157.27000427246094,2632.5,2627.300048828125
2015-01-15,157.4600067138672,158.11000061035156,2672.800048828125,2803.449951171875
2015-01-16,156.49000549316406,158.92999267578125,2853.5,2817.75
2015-01-22,161.00999450683594,163.74000549316406,2639.0,2644.85009765625
2015-01-23,165.94000244140625,167.05999755859375,2665.64990234375,2632.5
2015-01-26,166.5500030517578,166.14999389648438,2708.550048828125,2659.800048828125
2015-01-27,167.35000610351562,163.35000610351562,2626.0,2724.800048828125
2015-01-28,165.1999969482422,163.69000244140625,2648.10009765625,2726.75
2015-01-29,162.52000427246094,161.67999267578125,2853.5,2854.14990234375
2015-01-30,162.91000366210938,162.5399932861328,2804.10009765625,2834.64990234375
2015-02-02,161.6199951171875,161.9149932861328,2832.050048828125,2828.800048828125
2015-02-03,163.22000122070312,162.0399932861328,2804.10009765625,2653.300048828125
2015-02-05,163.9199981689453,165.00999450683594,2600.0,2568.800048828125
2015-02-11,166.91000366210938,167.4199981689453,2561.0,2547.35009765625
2015-02-12,167.3300018310547,167.10000610351562,2522.0,2488.199951171875
2015-02-16,167.89999389648438,168.6300048828125,2355.60009765625,2419.300048828125
2015-02-20,169.08999633789062,169.0399932861328,2431.0,2424.5
2015-02-24,170.3000030517578,171.13999938964844,2369.25,2354.949951171875
2015-02-26,170.39999389648438,172.72999572753906,2367.300048828125,2386.14990234375
2015-02-27,172.58900451660156,172.42999267578125,2401.10009765625,2395.89990234375
2015-03-02,172.83999633789062,173.30999755859375,2392.0,2396.550048828125
2015-03-03,173.15899658203125,171.9600067138672,2423.199951171875,2416.050048828125
2015-03-06,174.75,175.6999969482422,2470.0,2563.60009765625
2015-03-09,174.47000122070312,175.4499969482422,2600.0,2588.300048828125
2015-03-10,176.05999755859375,175.47999572753906,2631.199951171875,2724.800048828125
2015-03-11,175.88999938964844,177.4600067138672,2724.800048828125,2760.550048828125
2015-03-13,178.67999267578125,178.58999633789062,2649.39990234375,2764.449951171875
2015-03-16,178.75999450683594,179.52999877929688,2705.949951171875,2641.60009765625
2015-03-17,179.61000061035156,179.32000732421875,2632.5,2659.800048828125
2015-03-19,180.38999938964844,180.11000061035156,2520.699951171875,2569.449951171875
2015-03-20,180.11000061035156,178.60000610351562,2489.5,2446.60009765625
2015-03-23,179.0,177.17999267578125,2434.89990234375,2410.199951171875
2015-03-24,176.0,176.6699981689453,2410.199951171875,2437.5
2015-03-25,175.3350067138672,173.3000030517578,2472.60009765625,2535.0
2015-03-26,170.83999633789062,173.08399963378906,2598.699951171875,2603.89990234375
2015-03-27,174.5500030517578,173.15199279785156,2639.0,2600.0
2015-03-30,174.39999389648438,176.5489959716797,2585.050048828125,2529.800048828125
2015-03-31,176.89100646972656,177.677001953125,2570.10009765625,2544.75
2015-04-01,175.27099609375,175.25999450683594,2629.89990234375,2612.35009765625
2015-04-02,174.32000732421875,174.58999633789062,2568.14990234375,2568.14990234375
2015-04-07,175.0,176.58599853515625,2518.10009765625,2494.050048828125
2015-04-08,175.81500244140625,176.73199462890625,2523.949951171875,2523.949951171875
2015-04-09,177.20899963378906,178.66299438476562,2542.800048828125,2566.85009765625
2015-04-10,180.45399475097656,181.83599853515625,2527.199951171875,2501.199951171875
2015-04-13,181.7899932861328,182.52000427246094,2492.75,2492.10009765625
2015-04-14,182.8000030517578,180.1269989013672,2499.89990234375,2511.60009765625
2015-04-15,180.7729949951172,182.05999755859375,2497.949951171875,2486.25
2015-04-17,179.36000061035156,177.47000122070312,2496.64990234375,2521.35009765625
2015-04-20,178.15199279785156,179.53900146484375,2480.39990234375,2452.449951171875
2015-04-22,179.35000610351562,179.90899658203125,2488.199951171875,2466.10009765625
2015-04-23,180.94000244140625,179.20199584960938,2470.0,2435.550048828125
2015-04-24,178.74000549316406,179.0290069580078,2431.0,2373.800048828125
2015-04-27,179.55999755859375,178.7729949951172,2376.39990234375,2362.75
2015-04-29,177.10000610351562,173.44500732421875,2361.449951171875,2355.60009765625
2015-04-30,173.9980010986328,172.35000610351562,2369.89990234375,2370.550048828125
2015-05-05,175.0399932861328,171.9250030517578,2355.60009765625,2374.449951171875
2015-05-06,171.0290069580078,169.00599670410156,2377.699951171875,2392.0
2015-05-07,167.8699951171875,170.14999389648438,2408.89990234375,2388.75
